"Cycle_Index","Discharge Time (s)","Decrement 3.6-3.4V (s)","Max. Voltage Dischar. (V)","Min. Voltage Charg. (V)","Time at 4.15V (s)","Time constant current (s)","Charging time (s)","RUL"
"448","1624.06","463.71428571455","3.937","3.543","3212.3589999992","4112.36","8489.64","660"
"449","1618.36","465.60899999924","3.941","3.746","3031.3279999997","3997.03","8753.22","659"
"450","1663.87","477.42857142817","3.936","3.853","2881.2800000003","3896.48","8899.71","658"
"451","1669.12","480.85714285727","3.94","3.542","3313.1210000003","4220.32","8629.47","657"
"452","1667.68","483","3.941","3.54","3326.3199999994","4220.32","8554.85","656"
"453","1665.02","485.14285714272","3.941","3.54","3320.318","4220.32","8528","655"
"454","1663.3","484","3.942","3.539","3313.1520000007","4220.35","8568","654"
"455","1659.71","481","3.942","3.539","3302.2579999994","4184.26","8552.32","653"
"456","1655.3","480","3.943","3.54","3290.3199999994","4184.32","8532.83","652"
"457","1651.65","476","3.944","3.542","3272.3589999992","4184.36","8596.77","651"
"458","1647.37","474","3.944","3.542","3260.3199999994","4148.32","8596.09","650"
"459","1645.28","471.85714285727","3.944","3.543","3242.3200000003","4148.32","8522.78","649"
"460","1641.47","470.57142857183","3.944","3.543","3236.3829999994","4148.38","8530.66","648"
"461","1638.49","469.28571428545","3.943","3.543","3224.3509999989","4112.35","8535.62","647"
"462","1635.22","468","3.942","3.544","3212.3519999999","4112.35","8515.74","646"
"463","1633.81","469.71428571455","3.942","3.544","3200.3130000001","4112.31","8501.44","645"
"464","1713.19","534.42857142817","3.942","3.544","3194.3129999992","4076.31","8496.28","644"
"465","1701.98","521","3.935","3.509","3422.3590000002","4328.36","8766.88","643"
"466","1695.58","518","3.932","3.513","3385.1589999991","4292.36","8792.73","642"
"467","1601.7","454.71428571455","3.934","3.516","3362.3129999992","4256.34","8798.75","641"
"468","1608.06","456.85714285727","3.937","3.553","3086.3279999997","4004.33","8423.36","640"
"469","1607.22","456","3.938","3.55","3110.3429999994","4004.34","8407.7","639"
"470","1607.33","457.14285714272","3.938","3.551","3110.313000001","4004.31","8415.2","638"
"471","1603.48","455","3.937","3.552","3104.3589999992","4004.36","8416.61","637"
"472","1596.38","450","3.936","3.551","3097.1279999996","4004.33","8413.31","636"
"474","1556.32","435.85714285727","3.924","3.977","812.38399999961","1700.38","6649.82","634"
"475","1562.34","439.28571428545","3.928","3.559","2948.3199999994","3824.32","8399.42","633"
"476","1561.7","440.57142857183","3.93","3.557","2967.5199999995","3860.32","8387.65","632"
"477","1559.65","440.57142857183","3.93","3.557","2966.3210000005","3860.32","8376.9","631"
"478","1557.5","437.57142857183","3.93","3.559","2960.4139999999","3860.41","8363.71","630"
"479","1555.43","437.48128571454","3.929","3.559","2954.3549999995","3824.35","8342.34","629"
"480","1552.84","438","3.93","3.558","2948.2269999999","3824.23","8360.74","628"
"481","1550.21","435","3.929","3.559","2942.3520000009","3824.35","8356.8","627"
"482","1546.82","431.59999999963","3.929","3.559","2930.3200000003","3824.32","8348.73","626"
"483","1544.22","432.42857142817","3.929","3.56","2924.3200000003","3824.32","8334.75","625"
"484","1541.98","431.14285714272","3.928","3.561","2912.3509999998","3788.35","8351.3","624"
"485","1540.41","431.65714285709","3.928","3.561","2906.3210000005","3788.32","8370.95","623"
"486","1539.17","429.85714285727","3.928","3.561","2900.2579999994","3788.26","8309.02","622"
"487","1537.34","430.9714285722","3.928","3.561","2900.3303333325","3788.32","8343.52","621"
"488","1534.69","430.28571428545","3.927","3.561","2894.3440000014","3788.34","8316.52","620"
"489","1532.76","427.88571428507","3.926","3.561","2888.3440000005","3752.34","8323.42","619"
"490","1530.36","427.20000000019","3.926","3.562","2876.3600000003","3752.36","8323.55","618"
"491","1527.39","426.51428571436","3.926","3.563","2870.4840000002","3752.48","8324.34","617"
"492","1525.56","426.42857142817","3.926","3.563","2858.3589999992","3752.36","8323.17","616"
"493","1524.03","426.42857142817","3.925","3.563","2852.3439999996","3716.34","8335.86","615"
"494","1521.86","425.82857142854","3.925","3.563","2846.3279999988","3716.33","8328.88","614"
"495","1521.52","424.5","3.925","3.563","2846.3589999992","3716.36","8338.98","613"
"496","1513.47","423.77142857201","3.924","3.565","2840.2350000003","3716.24","8327.66","612"
"497","1504.5","428.42200000025","3.925","3.769","2632.3589999992","3584","8702.22","611"
"498","197086.37","4280.0099999998","4.252","3.317","62249.984000001","73933.54","73933.54","610"
"499","1563.9","439.71428571455","3.914","3.544","3709.0879999995","4832.29","10809.47","609"
"500","1575.39","445.28571428545","3.921","3.574","2996.3200000003","3860.32","8592.19","608"
"501","1579.58","448.11428571492","3.925","3.57","3032.3820000002","3896.38","8556.13","607"
"502","1578.24","448","3.927","3.569","3044.3529999992","3896.35","8613.15","606"
"503","1574.72","441.85714285727","3.928","3.568","3032.3199999994","3896.32","8588.87","605"
"504","1571.01","440.57142857183","3.929","3.586","3020.2220000001","3896.22","8621.44","604"
"505","1565.6","437.48571428563","3.928","3.567","3281.1050000004","3930.73","8568.04","603"
"506","1562.43","437.96900000051","3.928","3.569","2990.3200000003","3860.32","8510.4","602"
"507","1557.6","436.71428571455","3.928","3.567","2978.3520000009","3860.35","8486.31","601"
"508","1552.1","434.14285714272","3.927","3.568","2960.3829999994","3824.38","8473.3","600"
"509","1547.71","432.85714285727","3.926","3.568","2942.3520000009","3824.35","8458.34","599"
"510","1543.55","431.57142857183","3.926","3.568","2930.3200000003","3788.32","8427.45","598"
"511","1540.19","430.28571428545","3.926","3.569","2912.3820000002","3788.38","8404.95","597"
"512","1535.81","429","3.925","3.569","2902.4539999999","3790.45","8386.56","596"
"513","1531.91","427.71428571455","3.925","3.569","2888.3590000002","3752.36","8358.17","595"
"514","1527.89","426.42857142817","3.924","3.569","2876.3590000011","3752.36","8363.26","594"
"515","1631.36","486","3.924","3.57","2864.3439999996","3716.34","8349.98","593"
"516","1613.38","477","3.916","3.533","3146.311999999","4040.31","8745.86","592"
"517","1606.49","477","3.913","3.54","3092.3899999997","3968.39","8731.81","591"
"518","1601.89","473.57142857183","3.913","3.541","3074.3429999994","3968.34","8700.41","590"
"519","1598.28","474","3.912","3.541","3061.1600000001","3932.36","8682.44","589"
"520","1595.55","472.71428571455","3.912","3.542","3050.3280000007","3932.33","8650.72","588"
"521","1589.25","468","3.909","3.543","3044.3439999996","3932.34","8686.72","587"
"522","1569.31","473.9849999994","3.903","3.744","2821.375","3794.01","9093.38","586"
"523","1587.41","467","3.902","3.857","2794.6809999999","3752.28","8879.88","585"
"524","1592.53","468.85714285727","3.907","3.547","3020.3119999999","3896.31","8725.09","584"
"525","1592.19","470.14285714272","3.908","3.544","3038.3430000003","3932.34","8712.28","583"
"526","1590.53","468","3.909","3.544","3038.3119999999","3932.31","8689.56","582"
"527","1588.16","468","3.908","3.544","3032.3430000003","3932.34","8670.47","581"
"528","1585.41","466","3.908","3.544","3025.1129999999","3896.31","8649.28","580"
"529","1583.12","466.28571428545","3.907","3.544","3014.3130000001","3896.31","8671.56","579"
"530","1581.38","465","3.907","3.545","3008.3440000005","3896.34","8694.19","578"
"531","1578.88","466.71428571455","3.907","3.544","3002.3130000001","3896.31","8668.19","577"
"532","1577.19","463.97416666616","3.907","3.545","2996.375","3860.38","8688.12","576"
"533","1575.22","465.42857142817","3.907","3.545","2984.375","3860.38","8690.44","575"
"534","1572.84","462.42857142817","3.906","3.546","2978.3439999996","3860.34","8692.59","574"
"535","1570.78","464.14285714272","3.906","3.545","2974.7439999999","3860.34","8680.94","573"
"536","1568.59","462","3.906","3.546","2966.3440000005","3860.34","8692.09","572"
"537","1566.31","459.85714285727","3.905","3.546","2960.3440000005","3824.34","8684.34","571"
"538","1564.06","458.57142857183","3.904","3.546","2948.3430000003","3824.34","8694.28","570"
"539","1561.94","460","3.905","3.547","2942.25","3824.25","8679.97","569"
"540","1560","457.28571428545","3.904","3.547","2936.2809999995","3824.28","8660.94","568"
"541","1558.62","459","3.904","3.547","2930.3130000001","3824.31","8662.94","567"
"542","1557.16","456","3.903","3.547","2924.25","3788.25","8684.25","566"
"543","1555.38","457.71428571455","3.903","3.548","2918.2180000003","3788.22","8668.72","565"
"544","1549.97","455.14285714272","3.902","3.548","2912.3439999996","3788.34","8682.62","564"
"545","1532.94","447.85714285727","3.896","3.55","2888.375","3752.38","8659.81","563"
"546","1519.5","458.43699999992","3.892","3.756","2632.3130000001","3598","9094.94","562"
"547","1548.69","456.42857142817","3.891","3.865","2643.4500000002","7667","9212.06","561"
"548","1550.75","456.85714285634","3.899","3.553","2876.25","3752.25","8658.88","560"
"549","1549.38","455.14285714366","3.901","3.551","2900.3120000008","3788.31","8648.31","559"
"550","1546.62","453.85714285634","3.9","3.551","2894.375","3752.38","8675.56","558"
"551","1543.88","452.5714285709","3.9","3.551","2882.3129999992","3752.31","8663.62","557"
"552","1544.12","450.85714285634","3.901","3.552","2876.25","3752.25","8676.31","556"
"553","1540.25","451","3.9","3.55","2876.375","3752.38","8677.88","555"
"554","1538","448.28571428545","3.9","3.551","2864.25","3752.25","8664.44","554"
"555","1537.94","449.5714285709","3.901","3.551","2858.3120000008","3716.31","8656.69","553"
"556","1535.44","448.28571428545","3.9","3.553","2858.4370000008","3716.44","8642.88","552"
"557","1533.31","447","3.901","3.553","2852.375","3716.38","8664.81","551"
"558","1530.06","445.71428571455","3.9","3.553","2840.3129999992","3716.31","8633.94","550"
"559","1528.12","447.4285714291","3.9","3.554","2834.375","3716.38","8646.75","549"
"560","1524","444.4285714291","3.899","3.553","2828.375","3680.38","8635","548"
"561","1525.5","444.4285714291","3.899","3.555","2822.4370000008","3680.44","8656.62","547"
"562","1523.56","444.34285714291","3.899","3.554","2816.3129999992","3680.31","8624.25","546"
"563","1521.69","443.14285714366","3.899","3.554","2810.3120000008","3680.31","8628","545"
"564","1519.31","441.85714285634","3.898","3.555","2804.375","3680.38","8612.06","544"
"565","1517.19","441.85714285634","3.898","3.555","2798.5","3680.5","8623","543"
"566","1514.31","440.5714285709","3.897","3.555","2792.1879999992","3644.19","8650.69","542"
"567","1510","438","3.897","3.555","2780.375","3644.38","8614.06","541"
"568","1499.31","436","3.892","3.557","2768.375","3644.38","8612.44","540"
"569","1489.62","432.85714285634","3.888","3.559","2722.7750000004","3572.38","8621.19","539"
"570","1485.62","447.5625","3.887","3.763","2499.375","3458.06","9041.62","538"
"571","1509.31","440.14285714366","3.892","3.872","2528.25","3464.25","8824.94","537"
"572","1510.44","438.50528571568","3.894","3.559","2774.3129999992","3644.31","8673.69","536"
"573","1508.38","438.4285714291","3.894","3.558","2780.375","3644.38","8588.81","535"
"574","1505.31","438","3.893","3.559","2773.0500000007","3644.25","8609.81","534"
"575","1500","435.85714285634","3.893","3.56","2762.375","3608.38","8558.06","533"
"576","1501.44","435.77142857015","3.893","3.56","2754.5987142846","3608.31","8623.31","532"
"577","1499.69","437","3.892","3.56","2750.3120000008","3608.31","8604","531"
"578","1497.12","435.08571428619","3.892","3.559","2744.375","3608.38","8607.44","530"
"579","1496.81","433.37142857164","3.893","3.56","2732.375","3608.38","8605","529"
"580","1496.31","432","3.893","3.56","2732.3129999992","3608.31","8641.25","528"
"581","1495.88","434.80000000075","3.893","3.561","2732.375","3608.38","8645.88","527"
"582","1494.94","432","3.893","3.559","2729.9129999988","3572.31","8647.69","526"
"583","1493.56","433.28571428545","3.892","3.56","2726.3120000008","3572.31","8640.12","525"
"584","1492.44","433.28571428545","3.893","3.561","2720.3120000008","3572.31","8679.69","524"
"585","1489.81","432","3.893","3.56","2714.4370000008","3572.44","8649.12","523"
"586","1487.94","432","3.893","3.562","2708.25","3572.25","8670.56","522"
"587","1485.75","429","3.892","3.561","2702.1879999992","3572.19","8682.44","521"
"588","1482.75","427.71428571455","3.892","3.563","2690.5","3536.5","8634.94","520"
"589","1480.75","428.22857142985","3.892","3.562","2684.25","3536.25","8645.5","519"
"590","1478.25","427.54285714403","3.891","3.562","2678.375","3536.38","8668.62","518"
"591","1467.62","424.71428571455","3.887","3.563","2666.5","3536.5","8640","517"
"592","1455.38","420","3.882","3.566","2630.25","3500.25","8609.75","516"
"593","1449.88","418.5","3.88","3.568","2594.375","3428.38","8606.75","515"
"594","1439.75","430.75","3.876","3.769","2373.25","3325","8960.38","514"
"595","191250.79","5669.9839999992","4.241","3.331","59460","71086.08","71086.08","513"
"596","1489.18","436.71428571455","3.869","3.612","3203.4159999993","4436.42","11513.6","512"
"597","1505.34","438.4285714291","3.881","3.583","2726.3520000018","3572.35","8886.5","511"
"598","1511.52","438.85714285634","3.886","3.577","2780.3849999998","3644.38","8760.19","510"
"599","1512.67","436.71428571455","3.888","3.575","2798.3200000003","3644.32","8790.3","509"
"600","1510.72","438.5142857153","3.889","3.574","2798.3829999994","3644.38","8751.2","508"
"601","1508.99","435","3.89","3.573","2792.3200000003","3644.32","8767.14","507"
"602","1506.24","435","3.889","3.572","2780.347000001","3644.35","8755","506"
"603","1503.49","433.71428571455","3.89","3.573","2768.3509999998","3608.35","8775.13","505"
"604","1499.01","432.4285714291","3.889","3.573","2762.3519999981","3608.35","8734.91","504"
"605","1493.85","429.9428571444","3.887","3.574","2744.3210000005","3608.32","8725.09","503"
"606","1489.28","427.5","3.887","3.573","2726.3200000003","3572.32","8716.48","502"
"607","1485.06","427.88571428507","3.886","3.573","2714.3510000016","3572.35","8684.29","501"
"608","1482.08","427.28571428545","3.886","3.574","2701.120000001","3536.32","8703.72","500"
"609","1478.53","424.80000000075","3.886","3.574","2690.25","3536.25","8664.67","499"
"610","1475.56","424.71428571455","3.885","3.575","2678.3491666671","3536.34","8646.72","498"
"611","1472.47","423.45957143046","3.885","3.575","2672.3599999994","3500.36","8645.25","497"
"612","1469.16","421.02857142873","3.885","3.575","2660.3909999989","3500.39","8624.58","496"
"613","1467.05","422.14285714366","3.884","3.594","2650.7440000009","3500.34","8640.52","495"
"614","1463.3","419.65714285709","3.883","3.575","2642.3279999997","3500.33","8598.89","494"
"615","1459.94","419.40000000037","3.882","3.575","2636.375","3464.38","8577.44","493"
"616","1458.08","418.28571428545","3.882","3.576","2624.3440000005","3464.34","8617.5","492"
"617","1455.25","417.59999999963","3.881","3.576","2618.3440000005","3464.34","8598.05","491"
"618","1446.59","415.54285714403","3.88","3.577","2612.3589999992","3464.36","8556.98","490"
"619","1427.78","426.0159999989","3.871","3.894","2331","3283","9085.98","489"
"620","1449.38","416.5714285709","3.874","3.891","2333.943","3248.34","8857.78","488"
"621","1454.16","416.91428571381","3.879","3.579","2600.3129999992","3428.31","8665.09","487"
"622","1454.25","418.5","3.879","3.577","2612.375","3464.38","8625.69","486"
"623","1452.16","416.69999999925","3.881","3.576","2612.3440000005","3464.34","8613.56","485"
"624","1449.78","415.71428571455","3.88","3.577","2606.3440000005","3428.34","8591.19","484"
"625","1447.34","414.4285714291","3.88","3.577","2600.375","3428.38","8597.62","483"
"626","1444.59","412.5","3.88","3.577","2590.058285715","3428.34","8570.53","482"
"627","1442.53","413.14285714366","3.879","3.577","2582.2809999995","3428.28","8607.12","481"
"628","1440.06","411.85714285634","3.879","3.578","2576.3430000003","3428.34","8588.19","480"
"629","1438.09","410.69999999925","3.879","3.578","2569.4868571423","3392.34","8577.31","479"
"630","1436.66","410.5714285709","3.878","3.578","2564.3430000003","3392.34","8598.12","478"
"631","1435.16","409.80000000075","3.878","3.578","2558.2180000003","3392.22","8595.5","477"
"632","1433.19","411.08571428619","3.878","3.578","2552.3430000003","3392.34","8584.38","476"
"633","1431.59","409.28571428545","3.878","3.579","2546.3430000003","3392.34","8612.81","475"
"634","1428","408","3.878","3.579","2540.3120000008","3392.31","8557.78","474"
"635","1426.72","408","3.878","3.58","2533.3618571423","3356.22","8614.12","473"
"636","1423.56","406.71428571455","3.877","3.58","2524.5620000008","3358.56","8564.22","472"
"637","1422.22","406.19999999925","3.877","3.581","2516.3440000005","3356.34","8573.38","471"
"638","1420.5","405.4285714291","3.876","3.581","2510.3440000005","3356.34","8569.97","470"
"639","1419.5","405.30000000075","3.876","3.581","2504.3129999992","3320.31","8608.66","469"
"640","1417.5","403.54285714403","3.876","3.582","2504.3440000005","3320.34","8574.25","468"
"641","1412.38","402.17142857052","3.875","3.581","2497.5178571436","3320.38","8573.69","467"
"642","1395.97","399.08571428619","3.867","3.583","2474.2190000005","3320.22","8528.91","466"
"645","1429.89","411","3.874","3.581","2552.3519999999","3356.35","8250.37","463"
"646","1425.22","408","3.875","3.581","2540.3839999996","3356.38","8441.6","462"
"647","1421.06","406.71428571455","3.875","3.581","2528.256000001","3356.26","8493.25","461"
"648","1418.02","405.4285714291","3.875","3.582","2516.3849999998","3356.38","8529.85","460"
"649","1415.78","402.90000000037","3.874","3.582","2510.3200000003","3320.32","8572.86","459"
"650","1413.25","401.14285714366","3.874","3.583","2498.3519999981","3320.35","8546.43","458"
"651","1410.95","402.85714285634","3.875","3.583","2492.3830000013","3320.38","8559.52","457"
"652","1404","400.5","3.874","3.583","2486.3519999999","3320.35","8558.27","456"
"653","1406.23","399","3.874","3.584","2480.4149999991","3284.41","8559.55","455"
"654","1404.39","399.31560000032","3.873","3.584","2471.6732857134","3284.23","8572.52","454"
"655","1401.91","398.40000000037","3.873","3.584","2466.6377142854","3284.35","8551.32","453"
"656","1400.67","397.5","3.872","3.585","2456.3510000016","3284.35","8537.83","452"
"657","1398.46","396.59999999963","3.872","3.585","2456.3519999999","3284.35","8532.77","451"
"658","1396.38","396.4285714291","3.871","3.586","2446.058285715","3248.34","8552.16","450"
"659","1389.7","394.97142857127","3.869","3.585","2440.9154285714","3248.34","8540.06","449"
"660","1371.3","389.69999999925","3.862","3.588","2414.2660000008","3212.27","8538.38","448"
"661","1360.7","386.69999999925","3.858","3.592","2358.5987142846","3176.31","8491.22","447"
"662","1354.98","385.5","3.854","3.596","2324.3120000008","3140.31","8552.22","446"
"663","1362.17","387.59999999963","3.858","3.596","2312.3279999997","3104.33","8513.77","445"
"664","1353.8","386.40000000037","3.856","3.595","2330.4220000003","3140.42","8518.81","444"
"665","1358.81","385.80000000075","3.857","3.597","2300.3590000011","3104.36","8546.2","443"
"666","1368.8","387.30000000075","3.862","3.595","2324.3589999992","3140.36","8477.48","442"
"667","1374.88","405.59400000051","3.863","3.777","2135.3589999992","3052","8978.23","441"
"668","1386.97","396","3.865","3.895","2168.2819999996","3068.28","8846.09","440"
"669","1384.06","393","3.866","3.589","2414.2190000005","3248.22","8612.22","439"
"670","1382.69","391.19999999925","3.867","3.59","2404.9464285709","3212.38","8569.75","438"
"671","1380.47","391.5","3.867","3.59","2396.3120000008","3212.31","8562.66","437"
"672","1378.53","390.30000000075","3.867","3.59","2390.3378333338","3212.31","8566.09","436"
"673","1376.5","389.40000000037","3.866","3.591","2384.3440000005","3212.34","8560.56","435"
"674","1374.69","389.42559999973","3.866","3.592","2378.2190000005","3176.22","8560.25","434"
"675","1372.44","388.5","3.866","3.592","2372.3439999986","3176.34","8554.66","433"
"676","1370.16","387.59999999963","3.866","3.592","2366.2190000005","3176.22","8530.16","432"
"677","1368.03","386.69999999925","3.865","3.592","2360.3440000005","3176.34","8557.09","431"
"678","1366.12","384.30000000075","3.865","3.592","2353.3618571442","3176.22","8567.25","430"
"679","1364.38","385.80000000075","3.864","3.594","2348.3120000008","3140.31","8550.91","429"
"680","1362.25","384.90000000037","3.864","3.593","2342.3439999986","3140.34","8530.53","428"
"681","1360.47","382.5","3.863","3.593","2336.3439999986","3140.34","8530.75","427"
"682","1355","382.19999999925","3.862","3.593","2330.3440000005","3140.34","8552.66","426"
"683","1343.84","379.19999999925","3.857","3.595","2312.3440000005","3104.34","8532.59","425"
"684","1332.94","376.19999999925","3.852","3.598","2276.3430000003","3068.34","8494.16","424"
"685","1328.09","375.90000000037","3.85","3.601","2246.375","3032.38","8512.56","423"
"686","1328.84","376.33333333395","3.85","3.601","2234.3120000008","3032.31","8525.41","422"
"687","1322.72","374.5","3.849","3.601","2234.3129999992","3032.31","8496.19","421"
"688","1317.78","373.80000000075","3.847","3.603","2214.5987142846","2996.31","8515.62","420"
"689","1312.81","373.33333333395","3.845","3.604","2199.2631428558","2996.41","8492.66","419"
"690","1312.41","373.33333333395","3.844","3.605","2186.4060000014","2960.41","8485.03","418"
"691","1312.06","387.62450000085","3.841","3.785","1928.875","2842","9007.28","417"
"692","188721.7","173724.601","4.232","3.348","56909.984000001","68537.22","68537.22","416"
"693","1288.32","345","3.842","3.617","2888.3849999998","4420.38","11796.29","415"
"694","1294.4","343.80000000075","3.856","3.644","2162.3200000003","2924.32","8681.41","414"
"695","1296.13","346","3.858","3.64","2186.3200000003","2960.32","8467.78","413"
"696","1293.15","344.5","3.859","3.638","2188.9234285708","2960.35","8394.11","412"
"697","1288.9","342.5","3.86","3.638","2180.3169999998","2960.32","8353.41","411"
"698","1285.47","341.69999999925","3.859","3.638","2163.1771428566","2924.32","8339.9","410"
"699","1280.7","340.80000000075","3.86","3.639","2152.9234285708","2924.35","8275.49","409"
"700","1264.99","337.5","3.856","3.637","2138.3509999998","2888.35","8210.27","408"
"701","1247.59","334","3.849","3.64","2084.3200000003","2852.32","8227.17","407"
"702","1240.99","334","3.847","3.644","2036.2260000016","2780.23","8209.77","406"
"703","1237.34","331.33333333395","3.847","3.645","2019.2091428544","2780.35","8174.14","405"
"704","1233.92","329.5","3.847","3.645","2012.3200000003","2780.32","8108.32","404"
"705","1232.93","328.66666666604","3.847","3.645","2006.3209999986","2744.32","8124.16","403"
"706","1229.66","328","3.846","3.644","2003.7795714289","2744.35","8126.2","402"
"707","1225.98","328.66666666604","3.845","3.645","1993.3928571436","2744.25","8105.53","401"
"708","1222.75","327.19999999925","3.845","3.647","1983.2161428574","2744.36","8077.16","400"
"709","1219.16","327.33333333395","3.844","3.646","1976.3589999992","2708.36","8073.86","399"
"710","1216.92","326.66666666604","3.843","3.646","1964.3129999991","2708.31","8096.22","398"
"711","1214.05","326","3.843","3.645","1957.5018571447","2708.36","8060.11","397"
"712","1214.16","326","3.843","3.646","1952.25","2708.25","8060.28","396"
"713","1213.31","326","3.843","3.646","1947.076142855","2708.22","8078.14","395"
"714","1211.73","326","3.844","3.646","1946.3279999997","2672.33","8057.25","394"
"715","1197.5","322.66666666604","3.84","3.645","1940.3120000008","2672.31","8060.38","393"
"716","1179.91","330","3.831","3.792","1603.3289999999","2457.03","8735.69","392"
"717","1204.56","324.5714285709","3.839","3.926","1599.5129999984","2456.31","8592.88","391"
"718","1204.53","324","3.842","3.648","1922.3129999991","2672.31","8162.28","390"
"719","1202.31","322","3.844","3.647","1922.3440000005","2672.34","8075.56","389"
"720","1200.03","322","3.844","3.648","1916.3440000005","2672.34","8058.53","388"
"721","1196.78","321.33333333395","3.844","3.648","1910.3120000008","2636.31","8035.59","387"
"722","1192.12","319.8095238097","3.843","3.648","1898.2190000005","2636.22","8026.75","386"
"723","1191","319.59999999963","3.843","3.648","1885.5178571436","2636.38","8017.94","385"
"724","1187.12","318.80000000075","3.842","3.648","1880.3120000008","2636.31","7967.88","384"
"725","1186.03","319.04761904851","3.842","3.65","1870.0582857151","2600.34","7964.34","383"
"726","1184.28","317.33333333395","3.843","3.649","1868.375","2600.38","7994.66","382"
"727","1182.84","317.33333333395","3.843","3.648","1864.8214285709","2600.25","7989.81","381"
"728","1182.34","316","3.843","3.649","1859.6785714291","2600.25","7950.47","380"
"729","1181.44","317.33333333395","3.842","3.649","1859.74057143","2600.31","7976.12","379"
"730","1181.34","316.66666666604","3.842","3.648","1854.629714286","2600.34","7969.06","378"
"731","1178.03","316.40000000037","3.841","3.648","1849.5178571436","2600.38","7997.25","377"
"732","1177.47","316.66666666604","3.84","3.649","1844.3129999991","2564.31","7979.44","376"
"733","1171.88","315.33333333395","3.837","3.649","1839.2321428563","2564.38","7997.41","375"
"734","1169.09","314.66666666604","3.837","3.65","1826.4059999995","2564.41","8013.5","374"
"735","1167.31","315.59999999963","3.837","3.65","1818.6607142854","2564.38","7946.56","373"
"736","1166.91","313.59999999963","3.837","3.65","1818.6287142858","2564.34","7958.44","372"
"737","1166.5","312.95238095149","3.838","3.65","1817.3440000005","2564.34","7970.69","371"
"738","1161.91","312.80000000075","3.836","3.65","1814.375","2564.38","7995.84","370"
"739","1149.75","309.90476190485","3.831","3.651","1798.0582857132","2528.34","7922.5","369"
"740","1139.59","319.18799999915","3.824","3.794","1463.2810000014","2303","8757.28","368"
"741","1160.75","314.09523809515","3.83","3.929","1478.3129999991","2312.31","8428.75","367"
"742","1166.75","313.90476190485","3.835","3.654","1808.3129999991","2528.31","8095.69","366"
"743","1165.5","312.5714285709","3.836","3.652","1826.3129999991","2564.31","8009.5","365"
"744","1164.12","313.33333333395","3.836","3.652","1823.8035714291","2564.38","7966.88","364"
"745","1162.31","312.66666666604","3.836","3.652","1818.6607142854","2528.38","8045.44","363"
"746","1158.81","312","3.835","3.652","1808.25","2528.25","7983.5","362"
"747","1154.94","310.40000000037","3.835","3.652","1803.1691428572","2528.31","8001.06","361"
"748","1151.06","310.11428571492","3.835","3.654","1787.7415714282","2492.31","7982.69","360"
"749","1140","308.40000000037","3.835","3.654","1782.5977142863","2492.31","7950.06","359"
"750","1148.88","308.40000000037","3.835","3.654","1777.5178571436","2492.38","7982.56","358"
"751","1148.25","308.40000000037","3.835","3.654","1777.5178571436","2492.38","7943.69","357"
"752","1147.94","308.40000000037","3.835","3.654","1772.375","2492.38","7966.88","356"
"753","1146.75","307.6190476194","3.835","3.654","1772.375","2492.38","7942.56","355"
"754","1146.25","308.66666666604","3.834","3.653","1767.1701428555","2492.31","7943.81","354"
"755","1143.94","308","3.834","3.655","1767.2321428563","2492.38","7947.88","353"
"756","1141.5","307.19999999925","3.833","3.653","1756.8214285709","2492.25","7889.56","352"
"757","1139.12","306.66666666604","3.831","3.655","1751.7415714282","2456.31","7957.81","351"
"758","1138.69","307.59999999963","3.832","3.655","1746.6607142854","2456.38","7855.25","350"
"759","1138.44","307.02857142873","3.832","3.656","1746.5987142846","2456.31","7892.81","349"
"760","1138.81","307.02857142873","3.832","3.656","1745.375","2456.38","7892.38","348"
"761","1138.19","305.59999999963","3.831","3.655","1746.5987142846","2456.31","7871.94","347"
"762","1130.31","304.97142857127","3.828","3.655","1742.3129999991","2456.31","7911.69","346"
"763","1120.56","302","3.826","3.656","1720.9464285709","2420.38","7895.06","345"
"764","1118","313.21900000051","3.822","3.807","1393.25","2219","8720.25","344"
"765","1141.31","308.74285714328","3.829","3.929","1424.375","2240.38","8504","343"
"766","1147.69","310","3.833","3.656","1756.7584285717","2456.19","8088.25","342"
"767","1149.31","309.33333333395","3.834","3.653","1777.3928571436","2492.25","8087.44","341"
"768","1149.38","308.40000000037","3.836","3.652","1777.5178571436","2492.38","8105.69","340"
"769","1146.56","309.33333333395","3.835","3.652","1777.5178571436","2492.38","8074.06","339"
"770","1144.94","309.33333333395","3.836","3.653","1767.2321428563","2492.38","8083.62","338"
"771","1143.31","308.40000000037","3.835","3.654","1762.0892857145","2456.38","8093.38","337"
"772","1140.38","307.33333333395","3.835","3.653","1756.9464285709","2456.38","8080.94","336"
"773","1137.25","306.66666666604","3.835","3.654","1746.4727142863","2456.19","8011.12","335"
"774","1135.69","304.80000000075","3.835","3.654","1741.5089999996","2456.38","8004.94","334"
"775","1133.5","304","3.835","3.656","1736.375","2456.38","7976.62","333"
"776","1130.69","303.19999999925","3.834","3.656","1731.1701428555","2420.31","7924.06","332"
"777","1128","304.11428571492","3.834","3.655","1725.9642857145","2420.25","7920.94","331"
"778","1124.38","303.59999999963","3.833","3.656","1715.8035714291","2420.38","7904.81","330"
"779","1122.25","301.88571428507","3.832","3.657","1705.4558571428","2420.31","7897.5","329"
"780","1119.62","301.37142857164","3.832","3.658","1700.375","2420.38","7873.31","328"
